,Unnamed: 0,classifier,accuracy,precision,recall,fscore,ae_model,dim
1,1,SVM,0.5170124481327801,0.25850622406639,0.5,0.3408096280087528,mvtCAE,700
2,2,RF,0.983779705771407,0.9839562022570716,0.9835990007135612,0.9837552782698188,mvtCAE,700
3,3,NB,0.938136552244436,0.9387051587062064,0.9390105820662984,0.9381341264842152,mvtCAE,700
4,4,MLP,0.9748774047529234,0.9748414502812014,0.9748559965460232,0.9748486733083516,mvtCAE,700
5,5,Extra,0.9828743870237646,0.9831125711927048,0.982651513897894,0.9828469628657328,mvtCAE,700
6,6,KNN,0.5967559411542814,0.597074282792529,0.5935927175646856,0.5915248938388404,mvtCAE,700
0,0,LR,0.934288947566956,0.934207194424976,0.934220495902414,0.9342137971518748,mvtCAE,70
1,1,SVM,0.5315729913240287,0.5303048037835166,0.5301023255674014,0.529808468023157,mvtCAE,70
2,2,RF,0.9565447001131648,0.9568280732620876,0.9562270618682064,0.9564683813509554,mvtCAE,70
3,3,NB,0.8233119577517918,0.8231788239133552,0.8229529746673265,0.823048970055412,mvtCAE,70
4,4,MLP,0.4852508487363259,0.6795355656451003,0.5021631231813092,0.3311723287403804,mvtCAE,70
5,5,Extra,0.9556393813655224,0.9558087639011597,0.9553926516743614,0.9555691475257948,mvtCAE,70
6,6,KNN,0.5006412674462467,0.4999210971831819,0.4999211472337848,0.4999125023457584,mvtCAE,70
0,0,LR,0.534364390795926,0.5362166758847261,0.5248505307580947,0.4891601866516086,mvtCAE,7
1,1,SVM,0.5066767257638627,0.5062835470688922,0.5062874111872142,0.5062709403626446,mvtCAE,7
2,2,RF,0.601131648434553,0.6004113336085879,0.5997775825471876,0.5996806970864854,mvtCAE,7
3,3,NB,0.5170124481327801,0.25850622406639,0.5,0.3408096280087528,mvtCAE,7
4,4,MLP,0.4829875518672199,0.4914912082107011,0.4999897203071071,0.3259417007287314,mvtCAE,7
5,5,Extra,0.5907959260656356,0.5900011478830112,0.5894632897123341,0.5893556501415363,mvtCAE,7
6,6,KNN,0.5006412674462467,0.4999210971831819,0.4999211472337848,0.4999125023457584,mvtCAE,7
0,0,LR,0.6721991701244814,0.672626429654127,0.6727521194971675,0.6721847212149638,wAAE,21
1,1,SVM,0.5073557148245945,0.5069503121714282,0.5069543376041696,0.5069397448429707,wAAE,21
2,2,RF,0.764541682384006,0.7658215695098318,0.7630018057158101,0.7633413350431808,wAAE,21
3,3,NB,0.5169370049038099,0.2584880036215482,0.4999270392528819,0.3407768438852141,wAAE,21
4,4,MLP,0.4832138815541305,0.549234370824765,0.5001931830091219,0.326811669505725,wAAE,21
5,5,Extra,0.7827235005658242,0.7837235982905677,0.781407721202694,0.7817942368765818,wAAE,21
6,6,KNN,0.5005658242172765,0.4998480920655365,0.4998481864866667,0.4998398312813497,wAAE,21
0,0,LR,0.9911731422104866,0.9911325794350776,0.991196320571972,0.9911634934981606,wAAE,3500
1,1,SVM,0.5553376084496416,0.6429124228165266,0.5410166014532979,0.4490003561380953,wAAE,3500
2,2,RF,0.9710298000754432,0.9711712990251458,0.9708420271955543,0.9709866799749268,wAAE,3500
3,3,NB,0.8688042248208223,0.8767986564873871,0.8663366634523821,0.8674249342404421,wAAE,3500
4,4,MLP,0.8070162202942286,0.8475561805349551,0.8011232946365576,0.798937264503742,wAAE,3500
5,5,Extra,0.9736703130894002,0.973820331313079,0.973483030734276,0.9736309694418116,wAAE,3500
6,6,KNN,0.5314221048660883,0.5303674037385511,0.5302493753206137,0.5301265975281211,wAAE,3500
0,0,LR,0.9476423990946812,0.94749356195957,0.947746189869438,0.9475977294424862,wAAE,350
1,1,SVM,0.5124858543945681,0.5112816182631339,0.5112320688308178,0.5110471708375541,wAAE,350
2,2,RF,0.938513768389287,0.9391111695813744,0.937982487414898,0.9383745547763276,wAAE,350
3,3,NB,0.5170124481327801,0.25850622406639,0.5,0.3408096280087528,wAAE,350
4,4,MLP,0.5170124481327801,0.25850622406639,0.5,0.3408096280087528,wAAE,350
5,5,Extra,0.9419841569219164,0.9426400341914722,0.941436338864811,0.9418494357579484,wAAE,350
6,6,KNN,0.5001886080724255,0.4995500889562638,0.4995502007548805,0.4995486388415401,wAAE,350
0,0,LR,0.9692946058091286,0.9691792833256508,0.969374663716144,0.9692657711432192,wAAE,700
1,1,SVM,0.5346661637118069,0.5328475833386217,0.5321377047601998,0.5306574723412463,wAAE,700
2,2,RF,0.9545831761599396,0.9549893882881864,0.9541913065890826,0.9544951452120568,wAAE,700
3,3,NB,0.6315352697095435,0.6773120532264647,0.6395632534576123,0.6138194300878652,wAAE,700
4,4,MLP,0.5364013579781215,0.6245507967984112,0.520904507670406,0.4026566255570184,wAAE,700
5,5,Extra,0.9571482459449264,0.957495467948008,0.9567953283058112,0.9570691353402117,wAAE,700
6,6,KNN,0.5038853262919653,0.503335675773787,0.5033360110679698,0.5033355566122917,wAAE,700
0,0,LR,0.7342889475669558,0.734360443546725,0.7332562607090581,0.7334738900712898,wAAE,70
1,1,SVM,0.5069784986797435,0.5066006207868379,0.5066049534079188,0.5065856769601216,wAAE,70
2,2,RF,0.8254998113919276,0.8418215118215118,0.8217073767577647,0.8220406950383963,wAAE,70
3,3,NB,0.5170124481327801,0.25850622406639,0.5,0.3408096280087528,wAAE,70
4,4,MLP,0.4829875518672199,0.4914899237678315,0.4999845804606606,0.3260696648868579,wAAE,70
5,5,Extra,0.838853262919653,0.8505791307547088,0.8356905170585236,0.8364432402815235,wAAE,70
6,6,KNN,0.5006412674462467,0.4999210971831819,0.4999211472337848,0.4999125023457584,wAAE,70
0,0,LR,0.6168992832893248,0.6162972758378412,0.6160132292125806,0.6160510993246952,wAAE,7
1,1,SVM,0.5072048283666541,0.5068245422481458,0.5068289754957194,0.5068100828005451,wAAE,7
2,2,RF,0.6897774424745379,0.6922462175688946,0.6871717706595502,0.6866462687579697,wAAE,7
3,3,NB,0.5625047152018107,0.6005033977102866,0.550564054270761,0.4932542286227661,wAAE,7
4,4,MLP,0.5176159939645417,0.6086701926709482,0.5006556438271949,0.3430302650896007,wAAE,7
5,5,Extra,0.6986797434930215,0.700055916020761,0.6965983744044673,0.6964934237003625,wAAE,7
