,Unnamed: 0,classifier,accuracy,precision,recall,fscore,ae_model,dim
2,2,RF,0.4586776859504132,0.4507491675915649,0.4508480443059882,0.4507908459366283,wAAE,350
3,3,NB,0.5619834710743802,0.5455307028566642,0.537625475943233,0.5267857142857143,wAAE,350
4,4,MLP,0.4834710743801653,0.5518947963800905,0.5254067151263413,0.431764816380201,wAAE,350
5,5,Extra,0.5165289256198347,0.5085702341137124,0.5085150571131879,0.5084631008801624,wAAE,350
6,6,KNN,0.5661157024793388,0.5647211591033352,0.5655590169608862,0.563963963963964,wAAE,350
0,0,LR,0.5537190082644629,0.2780082987551867,0.4962962962962963,0.3563829787234042,wAAE,700
1,1,SVM,0.5454545454545454,0.5150592216582064,0.5092419522326064,0.4724952441344324,wAAE,700
2,2,RF,0.4545454545454545,0.4434379608173583,0.4442367601246105,0.4435618729096989,wAAE,700
3,3,NB,0.5330578512396694,0.4677706552706553,0.4874697127033576,0.4142193089561511,wAAE,700
4,4,MLP,0.5578512396694215,0.2789256198347107,0.5,0.3580901856763925,wAAE,700
5,5,Extra,0.4958677685950413,0.4848484848484848,0.4851505711318795,0.4844590347139763,wAAE,700
6,6,KNN,0.5578512396694215,0.5583333333333333,0.5591208030460366,0.5565716242829009,wAAE,700
0,0,LR,0.5537190082644629,0.2780082987551867,0.4962962962962963,0.3563829787234042,wAAE,70
1,1,SVM,0.5495867768595041,0.5491120218579235,0.5497750086535134,0.5478496374637891,wAAE,70
2,2,RF,0.5371900826446281,0.5243432064624117,0.5231568016614746,0.5213675213675213,wAAE,70
3,3,NB,0.4586776859504132,0.454120879120879,0.4537556247836621,0.4537434306883777,wAAE,70
4,4,MLP,0.4421487603305785,0.2210743801652892,0.5,0.3065902578796561,wAAE,70
5,5,Extra,0.5206611570247934,0.5095627444009954,0.5093111803392177,0.5085434173669467,wAAE,70
6,6,KNN,0.5661157024793388,0.5647211591033352,0.5655590169608862,0.563963963963964,wAAE,70
0,0,LR,0.5537190082644629,0.2780082987551867,0.4962962962962963,0.3563829787234042,wAAE,7
1,1,SVM,0.5495867768595041,0.5500683060109289,0.5507442021460713,0.5482832434283756,wAAE,7
2,2,RF,0.5330578512396694,0.5245798319327731,0.5242990654205607,0.5242105263157895,wAAE,7
3,3,NB,0.5537190082644629,0.2780082987551867,0.4962962962962963,0.3563829787234042,wAAE,7
4,4,MLP,0.5619834710743802,0.5429801894918174,0.5172724125995154,0.453049040511727,wAAE,7
5,5,Extra,0.5413223140495868,0.5338628762541806,0.5336448598130841,0.5336701213478465,wAAE,7
6,6,KNN,0.5661157024793388,0.5647211591033352,0.5655590169608862,0.563963963963964,wAAE,7
